一层	3050
人民检察院	3
门卫室	62
公交	394
边检站	2
111	1203
307	1406
公交车	4
边检	636
115	1038
121	558
总站	32
B310	18
宝安区	80
职业	191
能力	5
培训基地	23
生活	109
412	465
512	467
综合	820
社会	6
发展	269
研究	7
中心	3939
228	375
2B	370
厂房	1539
A505	50
A607	19
A610	9
B606	45
4AB	11
B205	54
B506	39
B605	53
半山腰	2
号西	293
彩丽	6
保安	298
亭	51
停车场	111
德泉路	8
A408	24
A412	11
A519	6
37	2067
德泉	5
614	264
322	213
419	224
511	521
810	304
815	132
816	138
921	42
219	311
513	388
515	302
329	251
332	118
418	258
437	44
438	44
509	760
522	188
712	311
310	705
312	529
前程	8
煤气站	34
后	983
一栋	1188
507	1288
A3	463
A5	274
210	881
B5	238
商业楼	243
320	215
A108	9
C101	48
C103	29
四联	95
工业	2854
村	37224
宿舍区	127
南	2274
609	730
F	1652
E	3087
223	489
225	707
535	46
612	449
713	256
806	942
906	581
920	48
930	24
932	12
211	767
3B	480
255	875
363	186
369	46
3A	456
325	199
424	105
514	286
号东	241
414	306
610	596
新塘	147
坑	900
242	156
338	118
341	59
542	18
454	28
469	89
554	15
信义路	18
25	3940
520	186
624	97
808	566
区宝	5
深宝	185
实业	258
大华	147
酒店	1381
怡园	157
路东	311
208	1704
409	936
508	1211
供销社	9
区勤诚	78
达和园	78
号楼	4886
2601	152
3001	1940
1602	344
2207	117
2707	76
2807	50
3002	1929
A1208	10
A1302	29
A1807	5
A2003	14
A2103	14
A2806	8
A2808	6
A3006	8
A508	18
A808	14
B1307	12
B1807	9
B2103	15
B2305	17
B2408	8
B2505	9
B3106	8
B707	22
B805	39
B901	41
A1103	30
A1609	8
A1903	15
A2101	17
A2201	12
A2409	4
A2601	10
A2609	5
B1007	15
B1102	25
B1207	9
B1403	15
B1405	13
B1801	20
B2107	7
B2706	9
B2708	10
B507	32
B607	28
2305	134
2501	175
2603	136
902	1026
1002	22095
1105	489
1503	370
2403	152
2503	144
2703	116
2802	104
3101	674
706	1619
区瑞港	14
天天	9
乐	11
足浴	5
新一佳	46
附楼	932
大宝	19
路恒誉	1
公司	4983
路区	1
分局	40
东联	46
大厦	44218
作废	190
东南	23
420	202
426	91
525	90
区龙邦	1
区泰	4
丰楼	13
温宾	4
2161	11
2281	2
245	114
246	88
24	2902
区宝民	5
一路	4883
1201	763
809	407
区二坊	18
二巷	1876
1008	4077
109	1510
1112	327
1116	2902
1212	120
1406	248
1411	94
1415	51
1421	30
1509	134
608	1076
711	355
918	71
创业	640
孵化	15
056101	1
087101	1
女人	1
新世界	398
26	2816
42	1927
栋友业	1
厂	936
艾默生	3
－	162
宝丰	239
富达	426
C206	16
C207	13
中洲	130
华府	745
A2802	12
B1501	24
B1701	23
112	950
A1802	16
A2401	14
A2502	12
B1101	31
B1303	25
B1306	18
B1602	23
B1901	18
B2101	13
B2902	11
B608	30
A1406	13
A1702	20
A2001	11
A2301	19
A2507	4
A806	23
B1006	24
B3002	9
B3102	6
B406	30
B603	87
A1106	19
A1501	22
A1706	10
A2203	10
A2701	11
A2803	8
A905	23
B1108	14
B1703	17
B1808	11
B2105	10
B2206	10
B2406	9
B2704	7
B2807	7
B505	54
A1004	22
A1205	22
A1701	21
A2004	9
A2704	6
A2904	5
B1203	31
B802	59
1102	786
1205	445
1220	45
1310	154
1320	35
1507	174
1603	304
1616	50
1807	134
1919	22
2013	528
2106	180
2115	135
2317	27
2410	62
2916	17
3005	445
3012	288
3105	64
3318	8
611	497
708	890
812	226
216	441
集团	1827
工地	588
27	2583
B1001	30
B1002	28
B1003	27
B1004	13
B107	20
B206	39
B305	55
B306	42
B405	45
B504	64
B705	39
B706	41
B803	52
B804	33
B806	32
B902	29
B903	37
B904	18
B905	23
B906	14
1001	4428
1101	851
705	1976
709	561
802	2092
803	1766
804	1469
805	1111
807	672
901	1278
903	932
904	679
905	641
907	418
908	366
909	271
510	659
517	233
栋裕安	1
号裕安	58
230	172
32	2967
1405	294
410	713
108	2075
北京	33
现代	23
4S店	1
区光	3
之明	3
华丰	358
区陆氏	2
南城	17
陶瓷厂	9
岗亭	161
区南域	2
陶瓷	4
变压器	8
电房	72
湖滨	901
二	9109
单元	31330
一	8434
前进	292
166	444
168	2755
180	412
1005	1196
1208	248
上川村	88
六片	14
鸿利	11
来	22
1138	229
628	76
858	6
63	1623
区上	6
合路	9
1012	261
水口	169
东九巷	61
1106	455
1109	220
东	2539
1003	3308
1103	651
1107	316
区怡园	24
3011	107
金利	10
华	675
商务大厦	163
3017	134
德业	10
丰	324
3015	116
3019	1530
B421	3
B511	13
B714	10
B719	4
区裕安	37
松茂楼	7
车站	49
夹层	231
三片	37
1004	2955
36	3665
1011	1099
51	1517
A107	17
A112	4
58	1627
上川	6
村上	18
190	346
四片	23
1009	478
40	1651
一楼	157
旧	448
规划	7
用地	2
60	1182
五片	14
1006	2174
71	1185
村西	22
五巷	2076
三路	1843
139	1234
416	333
423	134
175	346
191	203
193	1355
199	242
229	853
125	574
A1003	28
C402	38
C403	25
C902	9
D1601	6
E1704	2
F1005	2
F1101	3
F404	2
33	2567
花棚	1
三	3281
W403	1
房三	8
路扣	2
车场	26
水塔	7
房十	2
路西	273
上川路	28
717	157
A406	34
A705	37
A805	31
B1005	23
170	341
129	637
号裕	48
安居	227
A1202	29
B1502	27
131	924
星辉	25
西	5824
54	942
421	180
A2	855
A6	271
A7	122
岭下	6869
栋怡园	5
4078	5
4086	2
4062	2
4064	3
4070	2
38	5171
区新锦安	1
雅园	1465
三期	1420
D	4461
D2	196
41	2466
72	1212
中南	1091
39	2282
栋甲岸	7
路南	185
区海乐	3
花卉市场	3
118	927
1203	573
53	1760
55	1489
55A	2
57	1976
66	756
安乐	90
二街东	8
三街	923
一侧	2
宝乐二街	1
一街	4350
143	473
145	505
旧村	5205
34	1745
区德诚	4
723	79
724	52
翻身	72
43	3197
区东	3
二号	75
4403030100071400009000084	1
44	1314
大道	11013
1142	5
1146	10
圈子	5
新路	2822
362	41
号宝	84
811	448
村五	4
二队	106
52	1472
91	777
102B	22
夹	57
裙楼	300
商业街	309
317	295
区顺	3
丰路	22
金宝	3
8203	6
8312	2
8607	2
兴华	695
恒胜憶	1
北八巷	34
北二巷	206
六巷	1639
45	2774
丰裕	7
安	17
328	189
楼房	913
区北二巷	1
区北	11
翠竹	911
富源	91
区广深	5
公路	372
海天	587
1049	1044
二楼	90
1037	16
海富	1080
金泰	230
区怡富	7
栋华	6
创达	34
商务楼	9
714	191
716	203
华创	4
达	241
汇景	3
公寓	5135
519	187
715	207
720	121
自由	87
五	595
501B	21
702B	14
151	443
及	346
155	333
46	2081
147	440
海滨城	1
广场	11278
卡罗	1
社区	5690
外	27
1034	106
区怡	54
华新村	206
联兴	151
47	2177
股份合作	33
办公室	132
六层	272
478	49
530	71
思温	2
570	17
银丰	216
商业	1011
365	44
和丰	44
九巷	453
已	19
十巷	652
四巷	2909
区美加	19
景北	41
区怡景	19
五层	314
三号	274
一号	1196
怡晖	3
南二巷	258
景南	5
80	799
东方	4624
建富	7
海滨	840
新城	129
汽车站	68
候车厅	5
维多利亚	5
候车室	1
候车亭	1
区富	1
通苑	1
楼梯口	6
区广信	1
广祺阁	1
西海岸	53
海逸阁	1
10A	475
海月阁	1
10B	465
兴业	355
华庭	3011
588	489
河东	51
430	81
434	49
A212	10
B409	15
栋华乐	1
塑胶五金	3
号华	212
海汇路	1
5A	582
河东路	12
区径	24
贝	30
贝新围	18
开屏	38
大院	11077
238	227
356	32
220	285
330	141
128	968
村二巷	82
村九巷	31
七巷	1327
十二	790
巷	10025
十三	434
335	94
五路	147
临时	125
区兆丰苑	4
四层	453
50	1845
区海	5
汇八巷	1
汇二巷	1
汇九巷	1
区海汇	18
宝华	87
学校	494
汇路	2
东山	40
书院	664
号华海	4
(	2524
)	2535
海景	90
肉菜	5
档	8
金叶	4
名苑	2182
G	415
座	3468
新秀	4627
苑	4757
八巷	764
六队	31
323	192
北九巷	35
十一	565
6210114402	1
6210115301	1
6210115401	1
62	1595
麻布	726
港艺	1
68	8567
区留	2
仙	206
区长	5
制造厂	12
房二	15
远大	1
70	1401
宝石	263
环卫	195
站	135
建筑物	10
宝运发	3
汽修	47
区方群	1
食品	348
佳运	1
加油站	69
留仙	406
加际洲	1
新政	1
环保	11
529	73
625	81
教育局	17
区信航	2
005	53
008	32
区甲岸	56
B229	2
B315	6
B324	6
B515	8
B528	3
C537	1
C542	1
A110	11
马边	16
813	282
435	56
340	71
543	18
群辉路	4
山边	82
74	996
上合	8
石材	25
永胜	1
深岩星	1
炜	1
烨	1
福升	4
住宅	1175
442	63
453	30
462	49
427	89
429	79
521	164
523	247
区布心	63
一村	1544
二十六	8
二十五	22
二十	60
1007	699
911	194
单车	150
十九	63
十五	188
区国通	1
区流塘路	5
352	63
号辉力	2
④	2
300	192
400	14
354	32
板房	143
八栋	37
五栋	143
5017	8
5037	2
区腾骏	3
区布	16
心二村	16
B1	803
村东	2022
5.6	6
西二巷	234
5173	3
号润	177
丰源	12
305A	9
402B	27
405A	7
5175	5
5177	2
208502	2
197	304
266	70
268	138
270	101
289	84
82	1009
与	898
六路	313
交汇处	721
丰安楼	1
丰源楼	2
华美	386
居	3902
615	351
725	63
822	54
619	179
819	82
638	35
丰泰	10
622A	1
822A	2
822B	2
823	39
828	23
区裕丰	15
区裕	27
丰九巷	2
1015	1636
413	385
号鸿迅	6
1401	481
体育场	4
铺	339
区花	65
郡	254
E座	645
10N	15
11A	468
13F	320
15A	430
15E	313
15H	204
17I	30
18A	391
18K	49
20B	355
20J	47
21F	262
22A	331
23N	16
24C	290
24D	265
24K	35
24N	15
25K	29
5E	306
5K	49
6L	37
7F	302
9H	215
F座	287
13G	217
14H	191
19G	196
19K	44
3F	191
3N	7
8E	324
10D	424
10F	317
11N	20
12D	402
12O	8
13C	418
13H	204
18G	213
4H	141
4J	32
5B	590
6M	28
7C	454
8I	41
9I	47
H	266
10E	316
12F	315
14C	387
14J	59
18I	40
18O	8
19O	7
3I	19
7A	505
8N	17
8O	6
9E	330
花乡	132
10I	45
11C	423
12L	40
14E	317
14L	42
15L	34
16K	52
17G	208
17K	48
19M	22
20M	23
6A	522
7L	42
7M	24
9J	66
15M	21
18C	369
19C	338
20C	342
21C	348
21D	329
22D	320
22I	41
23B	315
24A	269
24L	33
25A	277
4B	479
5M	25
8J	64
8L	48
9D	419
9L	48
12G	203
12J	61
13E	311
14A	442
14F	288
17M	23
21I	37
22B	325
22E	256
5F	284
7D	409
7E	306
花样	165
年花	60
家园	7153
10C	427
16C	385
17A	386
23D	302
24B	279
24G	152
27D	204
3E	201
3J	23
4N	9
8C	445
11J	65
13A	471
15N	17
17L	40
18D	356
19H	183
19I	37
19L	37
3H	100
4C	401
6C	469
8G	216
9A	480
9N	18
11E	306
15D	373
16A	421
17F	271
4E	250
4F	223
4L	18
5C	484
7J	59
16M	25
19D	319
20O	7
3L	14
9F	310
133	484
142	366
年	107
13M	26
15C	395
16E	309
20A	344
20K	41
3K	22
8B	486
8F	309
9G	232
11B	447
11G	227
13L	45
16B	405
19E	282
3D	318
7H	191
9B	474
15G	219
15J	64
19J	51
21H	168
23G	181
23L	28
9C	447
10J	59
11K	58
17D	362
17J	53
18M	19
21E	259
5I	41
6D	439
8D	412
122	1304
区君逸	2
世家	6
01	175
06	83
区玉律	20
金裕	20
新岸	20
裕	121
1202	626
2301	202
2801	123
1601	367
1303	437
2902	101
负	1472
区海旺	2
中学	760
2101	270
区天	24
御	1266
豪庭	1424
28B	269
12A	456
17B	383
18B	401
29B	177
12B	439
488	5563
罗	5596
芳村	5570
98	1595
城第	3
1F	54
03	110
城合联	9
物业	143
附	231
房六	6
1025	405
房一	13
1017	787
994	1
ATM	1
取款机	1
177	439
旁边	257
186	260
红岭	3240
中路	15859
1018	1531
美荔园	333
30C2	2
290	88
区北伊	1
都	4306
拉面	1
室	126
LW	5
E7102	1
N10	37
区熙	56
龙湾	207
二期	6084
1504	253
甲岸路	21
1301	684
1502	383
1702	270
23A02	4
2602	146
2003	2122
23A01	3
2702	125
二栋	449
三栋	405
四栋	187
2201	249
3103	577
海秀路	16
2202	223
1703	265
1901	246
N13	11
路兰乔	8
区兰乔	2
垃圾	108
N15	21
幸福	1209
海岸	72
32C	88
25D	260
26C	244
16C1	8
20C4	4
21C1	11
23AC3	1
23C3	4
3AC2	1
7C4	4
N16	52
区御	3
景湾	3
411E	1
N17	18
深业	1007
岸线	17
22C	312
23A	331
25C	266
N19	50
第五	363
情景	1
F101	7
罗田	350
A1102	28
A2102	15
1501	431
2002	2823
2103	224
1801	270
1802	244
1404	272
2402	176
2001	469
N105	2
N106	3
N111	3
N117	1
N127	3
N130	2
N221	1
Y106	1
座负	1
N23	72
区龙光	18
世纪	2504
116	757
1407	165
1904	139
区天健	33
时尚	979
空间	714
1215	62
1235	6
1239	3
240	135
2006	325
2012	1444
2215	50
2221	31
2416	31
1308	217
1808	118
2302	193
2504	103
2608	84
2005	222
2104	151
2506	109
商务	124
国际	3153
1510	119
1608	155
1711	78
17A01	3
17A07	1
2509	69
2510	55
2511	49
一期	3379
幼儿园	313
N26	32
宝兴	31
万骏	29
经贸	232
1016	441
1213	135
1316	66
1403	329
1505	275
1618	70
415	314
814	209
2021	645
荣超	279
滨海	47
1416	56
616	264
718	140
1010	1544
T3	45
航站楼	18
1W	5
2R	1
2W	1
3S	2
3W	1
4S	2
5R	3
阿婆	1
山	1932
垃圾场	2
公厕	27
埃迪蒙托	1
矮岗村	6
矮岗	5
老屋	500
矮岭	13
0044	2
东边	359
北边	141
新房	12
爱	340
88	2284
爱国	16
爱国路	15073
万科	2601
俊园	95
1204	412
1206	363
1302	532
1402	411
1506	252
1701	309
1704	176
1804	151
1805	186
1806	171
1906	172
2204	141
2303	168
2304	127
2306	128
2404	115
2405	125
2406	115
2502	160
2505	129
2804	67
2805	96
2806	81
2901	103
2905	73
3003	803
3004	136
3102	98
3104	45
3106	54
3201	88
3203	47
3204	37
3301	74
3303	33
3304	27
3305	26
3401	36
3403	21
3404	23
3405	18
3406	15
3501	18
3502	16
3503	17
3504	19
3506	12
3602	17
3605	9
3606	11
3701	10
3702	11
3703	11
3704	11
3801	9
3804	8
3902	6
4002	76
4004	19
4201	24
4203	12
4204	8
4301	15
4304	3
东侧	317
轻工	539
店铺	29
整层	55
住宅楼	824
罗湖区	6748
区委	2
常委	2
木头	819
龙	2012
之	1839
之一	673
之二	646
之三	204
56	1269
59	1981
61	1619
球场	11
垃圾处理	14
水务	38
1022	666
建国	81
618	234
1033	116
邮政所	7
塔楼	21
1035	31
1038	1270
号华深	54
1040	349
农机	312
地	492
02	140
04	116
05	85
07	59
楼梯间	29
218	397
224	215
227	210
428	88
518	209
524	85
526	108
527	92
528	91
620	153
621	146
622	152
623	116
626	88
627	66
722	87
726	53
728	44
地下	45
202A	25
202B	31
302A	15
302B	25
502B	22
104A	43
104B	40
102A	14
103A	28
103B	20
402A	26
702A	18
活动中心	70
1041	742
巴蜀	5
风	95
酒楼	26
1039	142
1050	1015
1046	1115
1048	227
1052	1110
金通	453
1013	516
1014	102
1104	489
1108	653
1110	1199
1111	167
1113	107
1114	55
1115	95
1117	79
1118	84
1207	295
1209	179
1210	169
1211	140
1214	63
1216	69
1217	51
1218	57
1304	348
1306	314
1307	203
1309	171
1311	114
1312	98
1313	84
1314	45
1315	69
1317	52
1318	41
1408	170
1409	143
1410	111
1412	87
1413	72
1414	39
1417	36
1418	45
1508	167
1511	91
1512	100
1513	74
1514	40
1515	61
1516	50
1517	39
1518	44
1604	214
1605	237
1606	195
1607	164
1609	126
1610	105
1611	90
1612	86
1613	68
1615	58
1617	38
1705	187
1706	181
1707	145
1708	140
1709	101
1710	95
1712	76
1713	63
1714	35
1715	53
1716	48
1717	40
1718	38
1803	224
1809	92
1810	90
1811	70
1812	76
1813	63
1814	35
1815	49
1816	42
1817	35
1818	35
1902	206
1903	206
1905	173
1907	115
1908	113
1909	89
1910	86
1911	68
1912	72
1913	64
1914	31
1915	44
1916	46
1917	31
1918	37
2004	589
2007	698
2008	2731
2009	157
2010	703
2011	440
2014	945
2015	86
2016	785
2017	96
2018	2564
2105	450
2107	711
2108	125
2109	108
2110	759
2111	87
2112	331
2113	63
2114	35
2116	45
2117	49
2118	1215
2203	194
2205	153
2206	142
2208	220
2209	88
2210	77
2211	63
2212	66
2213	72
2214	248
2216	376
2217	32
2218	33
2307	90
2308	101
2309	78
2310	78
2311	59
2312	55
2313	52
2314	24
2315	40
2316	36
2318	34
2401	192
2407	80
2408	85
2409	72
2411	53
2412	48
2413	38
2414	12
2415	38
2417	24
2418	27
2507	88
2508	88
2512	44
2513	45
2514	19
2515	34
2516	32
2517	19
2518	28
817	108
818	95
910	223
914	84
915	100
916	100
917	64
2701	129
2704	83
2705	97
2708	75
2709	60
2710	50
2718	23
2810	41
2811	30
2815	18
2816	16
2818	13
王朝	4
洗	1
车棚	2
1058	298
明珠	329
学楼	1
东湖	2138
丽苑	212
碧波	2225
观赏	1
学生宿舍	498
党校	73
实验学校	110
高	174
中部	72
文体	67
阳光	1918
绿地	307
10G	210
11D	404
14D	370
14G	200
15B	421
15F	288
18E	307
18F	271
19F	273
20G	195
21B	345
23F	241
25E	219
25G	153
2A	375
3G	124
4A	471
4D	340
4G	146
5G	197
6E	327
10K	55
10L	39
10M	24
10R	2
10U	2
10V	2
11R	3
12E	314
12N	17
12V	2
13J	54
13K	50
13N	15
13V	2
14B	429
14N	16
14R	3
15K	53
15U	3
15V	2
16D	380
16H	200
16L	37
16N	16
16R	4
16U	2
17C	358
17H	189
17U	2
18H	176
18L	36
18N	15
19A	348
19N	15
19R	4
19U	3
19V	2
20D	327
20F	238
20H	166
20L	37
20U	2
20V	2
21A	358
21L	31
21U	2
22K	43
22L	32
22N	13
22R	3
22U	2
22V	2
23R	3
24J	40
24R	5
24V	2
25L	26
25N	13
26B	248
26E	196
26G	137
26H	129
26J	32
26L	29
26M	16
26N	10
26V	2
2G	90
2U	2
3M	5
3R	1
4K	29
4U	1
5N	14
5U	1
5V	1
6B	534
6F	307
6G	213
6H	196
6K	51
6V	2
7G	201
7K	51
7R	3
7U	2
7V	2
8A	492
8R	3
8U	2
8V	2
9K	60
24E	229
2J	16
2K	12
3C	347
5H	169
6J	57
黑龙江	20
驻深	111
办事处	740
3013	9978
叠翠	81
居旁	2
水泵房	19
水库	9824
新村	34235
100	830
120	1006
123	533
124	355
130	366
132	383
134	349
135	392
136	392
137	357
140	324
141	1083
144	662
146	573
148	497
149	954
150	524
152	1077
153	366
154	555
156	499
158	491
160	1123
162	279
164	226
165	757
167	278
169	682
171	343
172	374
173	819
174	318
176	877
178	326
179	224
181	932
182	232
183	734
184	160
185	211
194	157
195	248
196	333
198	320
200	474
—	334
A801	55
233	186
234	143
236	397
237	128
239	190
243	102
244	90
247	158
248	291
249	127
250	453
251	160
252	192
253	233
254	111
256	89
257	166
258	156
259	154
260	145
261	244
262	91
263	88
264	61
265	103
267	58
269	167
271	82
272	66
273	98
274	66
276	176
277	95
278	72
279	72
280	98
281	89
284	83
285	61
286	135
287	89
288	113
291	47
292	89
293	137
294	43
295	65
296	61
297	68
298	38
299	64
324	139
326	156
331	126
333	166
334	60
336	62
337	87
345	48
346	52
347	96
64	1055
65	1091
69	1543
76	2309
77	1119
78	1036
84	673
86	683
西座	1346
90	617
92	535
94	411
96	478
C102	36
C201	37
C401	36
C404	28
C501	46
C504	21
C601	39
C602	31
C603	23
C701	35
C702	31
C703	27
C704	16
D103	9
D202	15
D203	12
D301	22
D302	18
D303	11
D304	9
D401	18
D502	16
D504	9
D602	18
D603	14
D604	6
D703	9
E101	10
E102	8
E104	4
E302	6
E303	6
E304	2
E502	8
E503	5
E601	10
E603	6
E604	3
E702	4
E704	1
F102	10
F104	3
F202	8
F203	8
F301	9
F302	9
F304	2
F401	9
F403	2
F501	9
F503	2
F601	6
F603	3
F701	4
F702	5
F703	2
北侧	222
南侧	1241
前	783
中转站	21
统建	1344
C104	18
C202	36
C203	24
C304	24
C604	15
C204	21
C301	34
C302	39
C303	22
D101	24
D102	16
D201	16
D402	10
D501	14
D601	18
D701	14
D702	13
241	149
新岭	144
山庄	377
饮服	69
泰宁	812
四	1301
新泰	96
层旁	1
3016	862
号福	45
满园	14
物业管理	40
处	25
天井	664
湖	680
建筑	547
湖村	567
号二至	1
中石化	56
招待所	295
3018	700
号边	37
春天	956
11F	314
12C	408
13B	476
13D	403
16F	297
17E	289
19B	359
20E	270
22F	248
23C	313
23E	260
24F	216
25B	281
25F	210
26A	241
26D	230
26F	190
27A	208
27B	224
27C	214
27E	192
27F	170
28A	196
28C	194
28D	174
28E	166
28F	178
29A	181
29C	173
29D	163
29E	140
29F	134
5D	428
7B	464
士多店	2
新丰	381
10H	197
12H	209
16G	225
22H	170
23H	151
24H	140
27G	124
28G	128
11H	197
21G	183
22G	185
25H	137
28H	111
3021	18
3024	7
深长	10
3033	957
8H	204
3035	9
2C	283
2OE	1
2D	232
2E	167
2H	73
中航	734
健身	4
会	1187
3034	365
景园	875
27H	112
29G	102
29H	98
2F	136
30A	159
30B	153
30C	149
30D	130
30E	126
30F	124
30G	91
30H	89
3036	402
外贸	1155
001	108
电机	24
整栋	59
3040	82
洗车场	24
经济	95
开发	116
3049	82
电力	12
3060	8
展销	10
帆船	3
餐馆	4
3062	5
路车	2
水厂	72
臭氧	7
发生	1
间	27
接触	4
快	4
滤池	5
北池	1
氯库	5
门岗	25
清水	31
沉淀池	4
石灰	14
送	3
提升	2
泵房	9
维修车间	4
原	139
凤凰山	76
庄	28
庄门	1
4006	58
宾馆	329
AC	4
西餐	1
桑拿	1
仓库	1059
宾	1
锅炉房	2
4013	505
特检站	313
水围	235
生活区	1115
东路	38390
老	359
林场	126
彭	6
水源	37
值班室	28
厕所	36
花圃	7
工作	23
二节	1
号门区	1
画舫	2
斋	9
东部	45
山地	34
苗圃场	1
工具房	15
动物	9
杜鹃	144
园	1746
栋侧	5
小屋	3
厨房	13
门区	43
小房	4
豆花	2
红楼	13
醉君居	3
办	20
服务中心	79
门旧	18
大家乐	12
电影	356
票房	3
杂物	88
游乐场	26
飞碟	1
,	617
青蛙	1
跳	1
控制	9
章鱼	1
控制室	2
侧	71
开闭	5
所	105
侧燕鹏	2
旁恒	1
兴隆	77
汽修厂	16
车库	43
饭堂	91
会议室	5
游戏	11
长廊	28
鬼屋	3
粤海	401
之星	7
店	79
爱华	256
湛江	3
乐安	35
苑负	3
号锦龙	18
303B	17
爱建	9
械	1
爱联	79
嘉鸿泰	2
栋嘉鸿泰	2
银波厂	1
栋伍	4
尔特	4
栋斯达	13
华夏	70
动漫	33
E1201	3
E1404	2
E1406	2
C1201	9
F1206	2
F1404	2
F1602	3
栋佳	6
之美	6
百兰厂	6
A205	38
A305	50
C305	14
C406	10
C606	10
同力	23
泰	70
爱联路	12
畲	14
吓	544
村径	2
仔尾	40
西段	25
中段	150
阁楼	49
爱良路	6
爱龙路	117
学府	70
道	364
33C	52
31A	126
32A	112
33B	46
架空层	21
31B	119
34A	40
栋白	3
湖路	508
号熙	137
2906	71
爱龙路瑞	38
华园	79
D215	1
栋瑞	3
D214	2
D219	1
爱美	15
高新科技	64
工业园区	26
爱民	59
110202	3
110305	1
110505	1
24403	3
50506	1
52501	3
84102	3
92308	2
92318	1
92508	2
92609	1
92611	1
92806	1
92913	1
荔园	350
支路	252
铁山	6
钢材	19
营运	6
部	21
348	63
353	74
368	81
373	28
381	43
391	100
联亨	11
A708	21
A802	56
B1201	26
463	24
右	89
666	106
星河	286
时代	1801
B10	765
2706	87
3006	102
3206	34
B2	1231
B3	962
B4	352
B6	239
B7	224
B9	68
别墅	536
A10	64
A11	50
A15	28
A17	26
洋房	8
A18	35
A19	39
A24	8
A27	14
A307	25
B609	18
B809	13
A709	13
B512	7
B612	9
B710	17
